hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	owm:EquivalentTo	omn:EquivalentTo	rdfs:comment	dc:source
hed:HED_0012509	4	Sucking-artifact	hed:HED_0012494		Artifact from sucking, typically seen in very young cases.	hed:HED_0012494			
hed:HED_0012510	4	Sweat-artifact	hed:HED_0012494		Artifact from sweating. In EEG, this is a low amplitude undulating waveform that is usually greater than 2 seconds and may appear to be an unstable baseline.	hed:HED_0012494			
hed:HED_0012511	4	Tongue-movement-artifact	hed:HED_0012494		Artifact from tongue movement (Glossokinetic). The tongue functions as a dipole, with the tip negative with respect to the base. In EEG, the artifact produced by the tongue has a broad potential field that drops from frontal to occipital areas, although it is less steep than that produced by eye movement artifacts. The amplitude of the potentials is greater inferiorly than in parasagittal regions; the frequency is variable but usually in the delta range. Chewing and sucking can produce similar artifacts.	hed:HED_0012494			
hed:HED_0012512	3	Nonbiological-artifact	hed:HED_0012493		A data artifact arising from a non-biological source.	hed:HED_0012493			
hed:HED_0012513	4	Artificial-ventilation-artifact	hed:HED_0012512		Artifact steming from mechanical ventilation. These can occur at the same rate as teh ventilator, but also have other patterns.	hed:HED_0012512			
hed:HED_0012514	4	Dialysis-artifact	hed:HED_0012512		Artifacts seen in recordings during continuous renal replacement therapy (dialysis).	hed:HED_0012512			
hed:HED_0012515	4	Electrode-movement-artifact	hed:HED_0012512		Artifact from electrode movement.	hed:HED_0012512			
hed:HED_0012516	4	Electrode-pops-artifact	hed:HED_0012512		Brief artifact with a steep rise and slow fall of an electrophysiological signal, most often caused by a loose electrode.	hed:HED_0012512			
hed:HED_0012517	4	Induction-artifact	hed:HED_0012512		Artifacts induced by nearby equipment. In EEG, these are usually of high frequency.	hed:HED_0012512			
hed:HED_0012518	4	Line-noise-artifact	hed:HED_0012512		Power line noise at 50 Hz or 60 Hz.	hed:HED_0012512			
hed:HED_0012519	5	Line-noise-artifact-#	hed:HED_0012518	takesValue, valueClass=numericClass, unitClass=frequencyUnits		hed:HED_0012518 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011505)			
hed:HED_0012520	4	Salt-bridge-artifact	hed:HED_0012512		Artifact from salt-bridge between EEG electrodes.	hed:HED_0012512			
hed:HED_0012521	2	Data-marker	hed:HED_0012492		An indicator placed to mark something.	hed:HED_0012492			
hed:HED_0012522	3	Data-break-marker	hed:HED_0012521		An indicator place to indicate a gap in the data.	hed:HED_0012521			
hed:HED_0012523	3	Temporal-marker	hed:HED_0012521		An indicator placed at a particular time in the data.	hed:HED_0012521			
hed:HED_0012524	4	Inset	hed:HED_0012523	topLevelTagGroup, reserved, relatedTag=Onset, relatedTag=Offset	Marks an intermediate point in an ongoing event of temporal extent.	hed:HED_0012523 and (hed:HED_0010315 value true) and (hed:HED_0010310 value true) and (hed:HED_0010105 some hed:HED_0012526) and (hed:HED_0010105 some hed:HED_0012525)			
hed:HED_0012525	4	Offset	hed:HED_0012523	topLevelTagGroup, reserved, relatedTag=Onset, relatedTag=Inset	Marks the end of an event of temporal extent.	hed:HED_0012523 and (hed:HED_0010315 value true) and (hed:HED_0010310 value true) and (hed:HED_0010105 some hed:HED_0012526) and (hed:HED_0010105 some hed:HED_0012524)			
hed:HED_0012526	4	Onset	hed:HED_0012523	topLevelTagGroup, reserved, relatedTag=Inset, relatedTag=Offset	Marks the start of an ongoing event of temporal extent.	hed:HED_0012523 and (hed:HED_0010315 value true) and (hed:HED_0010310 value true) and (hed:HED_0010105 some hed:HED_0012524) and (hed:HED_0010105 some hed:HED_0012525)			
hed:HED_0012527	4	Pause	hed:HED_0012523		Indicates the temporary interruption of  the operation a process and subsequently wait for a signal to continue.	hed:HED_0012523			
hed:HED_0012528	4	Time-out	hed:HED_0012523		A cancellation or cessation that automatically occurs when a predefined interval of time has passed without a certain event occurring.	hed:HED_0012523			
hed:HED_0012529	4	Time-sync	hed:HED_0012523		A synchronization signal whose purpose to help synchronize different signals or processes. Often used to indicate a marker inserted into the recorded data to allow post hoc synchronization of concurrently recorded data streams.	hed:HED_0012523			
hed:HED_0012530	2	Data-resolution	hed:HED_0012492		Smallest change in a quality being measured by an sensor that causes a perceptible change.	hed:HED_0012492			
hed:HED_0012531	3	Printer-resolution	hed:HED_0012530		Resolution of a printer, usually expressed as the number of dots-per-inch for a printer.	hed:HED_0012530			
hed:HED_0012532	4	Printer-resolution-#	hed:HED_0012531	takesValue, valueClass=numericClass		hed:HED_0012531 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012533	3	Screen-resolution	hed:HED_0012530		Resolution of a screen, usually expressed as the of pixels in a dimension for a digital display device.	hed:HED_0012530			
hed:HED_0012534	4	Screen-resolution-#	hed:HED_0012533	takesValue, valueClass=numericClass		hed:HED_0012533 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012535	3	Sensory-resolution	hed:HED_0012530		Resolution of measurements by a sensing device.	hed:HED_0012530			
hed:HED_0012536	4	Sensory-resolution-#	hed:HED_0012535	takesValue, valueClass=numericClass		hed:HED_0012535 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012537	3	Spatial-resolution	hed:HED_0012530		Linear spacing of a spatial measurement.	hed:HED_0012530			
hed:HED_0012538	4	Spatial-resolution-#	hed:HED_0012537	takesValue, valueClass=numericClass		hed:HED_0012537 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012539	3	Spectral-resolution	hed:HED_0012530		Measures the ability of a sensor to  resolve features in the electromagnetic spectrum.	hed:HED_0012530			
hed:HED_0012540	4	Spectral-resolution-#	hed:HED_0012539	takesValue, valueClass=numericClass		hed:HED_0012539 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012541	3	Temporal-resolution	hed:HED_0012530		Measures the ability of a sensor to  resolve features in time.	hed:HED_0012530			
hed:HED_0012542	4	Temporal-resolution-#	hed:HED_0012541	takesValue, valueClass=numericClass		hed:HED_0012541 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012543	2	Data-source-type	hed:HED_0012492		The type of place, person, or thing from which the data comes or can be obtained.	hed:HED_0012492			
hed:HED_0012544	3	Computed-feature	hed:HED_0012543		A feature computed from the data by a tool. This tag should be grouped with a label of the form Toolname_propertyName.	hed:HED_0012543			
hed:HED_0012545	3	Computed-prediction	hed:HED_0012543		A computed extrapolation of known data.	hed:HED_0012543			
hed:HED_0012546	3	Expert-annotation	hed:HED_0012543		An explanatory or critical comment or other in-context information provided by an authority.	hed:HED_0012543			
hed:HED_0012547	3	Instrument-measurement	hed:HED_0012543		Information obtained from a device that is used to measure material properties or make other observations.	hed:HED_0012543			
hed:HED_0012548	3	Observation	hed:HED_0012543		Active acquisition of information from a primary source. Should be grouped with a label of the form AgentID_featureName.	hed:HED_0012543			
hed:HED_0012549	2	Data-value	hed:HED_0012492		Designation of the type of a data item.	hed:HED_0012492			
hed:HED_0012550	3	Categorical-value	hed:HED_0012549		Indicates that something can take on a limited and usually fixed number of possible values.	hed:HED_0012549			
hed:HED_0012551	4	Categorical-class-value	hed:HED_0012550		Categorical values that fall into discrete classes such as true or false. The grouping is absolute in the sense that it is the same for all participants.	hed:HED_0012550			
hed:HED_0012552	5	All	hed:HED_0012551	relatedTag=Some, relatedTag=None	To a complete degree or to the full or entire extent.	hed:HED_0012551 and (hed:HED_0010105 some hed:HED_0012559) and (hed:HED_0010105 some hed:HED_0012558)			
hed:HED_0012553	5	Correct	hed:HED_0012551	relatedTag=Wrong	Free from error. Especially conforming to fact or truth.	hed:HED_0012551 and (hed:HED_0010105 some hed:HED_0012563)			
hed:HED_0012554	5	Explicit	hed:HED_0012551	relatedTag=Implicit	Stated clearly and in detail, leaving no room for confusion or doubt.	hed:HED_0012551 and (hed:HED_0010105 some hed:HED_0012556)			
hed:HED_0012555	5	False	hed:HED_0012551	relatedTag=True	Not in accordance with facts, reality or definitive criteria.	hed:HED_0012551 and (hed:HED_0010105 some hed:HED_0012560)			
hed:HED_0012556	5	Implicit	hed:HED_0012551	relatedTag=Explicit	Implied though not plainly expressed.	hed:HED_0012551 and (hed:HED_0010105 some hed:HED_0012554)			
hed:HED_0012557	5	Invalid	hed:HED_0012551	relatedTag=Valid	Not allowed or not conforming to the correct format or specifications.	hed:HED_0012551 and (hed:HED_0010105 some hed:HED_0012562)			
hed:HED_0012558	5	None	hed:HED_0012551	relatedTag=All, relatedTag=Some	No person or thing, nobody, not any.	hed:HED_0012551 and (hed:HED_0010105 some hed:HED_0012552) and (hed:HED_0010105 some hed:HED_0012559)			
hed:HED_0012559	5	Some	hed:HED_0012551	relatedTag=All, relatedTag=None	At least a small amount or number of, but not a large amount of, or often.	hed:HED_0012551 and (hed:HED_0010105 some hed:HED_0012552) and (hed:HED_0010105 some hed:HED_0012558)			
hed:HED_0012560	5	True	hed:HED_0012551	relatedTag=False	Conforming to facts, reality or definitive criteria.	hed:HED_0012551 and (hed:HED_0010105 some hed:HED_0012555)			
hed:HED_0012561	5	Unknown	hed:HED_0012551	relatedTag=Invalid	The information has not been provided.	hed:HED_0012551 and (hed:HED_0010105 some hed:HED_0012557)			
hed:HED_0012562	5	Valid	hed:HED_0012551	relatedTag=Invalid	Allowable, usable, or acceptable.	hed:HED_0012551 and (hed:HED_0010105 some hed:HED_0012557)			
hed:HED_0012563	5	Wrong	hed:HED_0012551	relatedTag=Correct	Inaccurate or not correct.	hed:HED_0012551 and (hed:HED_0010105 some hed:HED_0012553)			
hed:HED_0012564	4	Categorical-judgment-value	hed:HED_0012550		Categorical values that are based on the judgment or perception of the participant such familiar and famous.	hed:HED_0012550			
hed:HED_0012565	5	Abnormal	hed:HED_0012564	relatedTag=Normal	Deviating in any way from the state, position, structure, condition, behavior, or rule which is considered a norm.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012578)			
hed:HED_0012566	5	Asymmetrical	hed:HED_0012564	relatedTag=Symmetrical	Lacking symmetry or having parts that fail to correspond to one another in shape, size, or arrangement.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012581)			
hed:HED_0012567	5	Audible	hed:HED_0012564	relatedTag=Inaudible	A sound that can be perceived by the participant.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012574)			
hed:HED_0012568	5	Complex	hed:HED_0012564	relatedTag=Simple	Hard, involved or complicated, elaborate, having many parts.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012580)			
hed:HED_0012569	5	Congruent	hed:HED_0012564	relatedTag=Incongruent	Concordance of multiple evidence lines. In agreement or harmony.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012575)			
hed:HED_0012570	5	Constrained	hed:HED_0012564	relatedTag=Unconstrained	Keeping something within particular limits or bounds.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012582)			
hed:HED_0012571	5	Disordered	hed:HED_0012564	relatedTag=Ordered	Not neatly arranged. Confused and untidy. A structural quality in which the parts of an object are non-rigid.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012579)			
hed:HED_0012572	5	Familiar	hed:HED_0012564	relatedTag=Unfamiliar, relatedTag=Famous	Recognized, familiar, or within the scope of knowledge.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012583) and (hed:HED_0010105 some hed:HED_0012573)			
hed:HED_0012573	5	Famous	hed:HED_0012564	relatedTag=Familiar, relatedTag=Unfamiliar	A person who has a high degree of recognition by the general population for his or her success or accomplishments. A famous person.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012572) and (hed:HED_0010105 some hed:HED_0012583)			
hed:HED_0012574	5	Inaudible	hed:HED_0012564	relatedTag=Audible	A sound below the threshold of perception of the participant.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012567)			
hed:HED_0012575	5	Incongruent	hed:HED_0012564	relatedTag=Congruent	Not in agreement or harmony.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012569)			
hed:HED_0012576	5	Involuntary	hed:HED_0012564	relatedTag=Voluntary	An action that is not made by choice. In the body, involuntary actions (such as blushing) occur automatically, and cannot be controlled by choice.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012585)			
hed:HED_0012577	5	Masked	hed:HED_0012564	relatedTag=Unmasked	Information exists but is not provided or is partially obscured due to security,  privacy, or other concerns.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012584)			
hed:HED_0012578	5	Normal	hed:HED_0012564	relatedTag=Abnormal	Being approximately average or within certain limits. Conforming with or constituting a norm or standard or level or type or social norm.	hed:HED_0012564 and (hed:HED_0010105 some hed:HED_0012565)			
